	Id	Text	Label
2669	1178818068497207298_twitter	<user> the weird thing is theyre persians who arent white washed and my manager identifies as muslim or whatever when convenient plus the one who made an islamaphobic remarks lives in dubai can you imagine the audacity a whole ass muslim country	normal
2577	21192067_gab	trust me i know it bullshit too but unfortunately the muzzies in england will swallow hook line sinker due to lowered inbred iqs	hatespeech
16852	20721186_gab	always thought it astounding no policing agency dares do this to the <number> armed muslim compounds all over the country	undecided
2760	12370283_gab	holy crap <user> on twitter is nigger meme central look at this gem from trump un speech	hatespeech
17549	23238279_gab	brighton is a ghetto and needs the acts of winnie mandela justice has been pronounced	normal
7891	1178603908618473473_twitter	<user> police will not help you when violence happens under swedish model if you are raped or hurt they say that normal you should just leave sexwork so we can not go to the police for help she says choking back tears we have less money more violence and more health problems	normal
1970	1179092065398984705_twitter	<user> hey faggot dm me	offensive
14965	15420392_gab	mommy is a retard and so his her demon spawn	offensive
11944	1169644417210343424_twitter	it ’ payday bitches	offensive
11240	1117669628015255552_twitter	you put a ring on that bitch amp she a hoe still 🤣	offensive
10626	10903516_gab	he hates violence so i am assuming that you must love violence yourself there eh were you at charlottesville fighting those darn commies i guess you must be a big cantwell supporter then	offensive
13277	1232417624958603265_twitter	hate how impulsive my decisions are when things aren ’ t going well like that bitch was not me idk her 😔 😔	normal
15426	16575004_gab	millenials are embracing the poverty that their retarded liberal predecessors have created	offensive
3669	17804622_gab	leftists whine racist because they have no factual argument proving against turd world shitskinned mongrels are the reason their country is a shithole if they were equal they d have surpassed whites we d be immigrating to their country	hatespeech
5248	1126612305188462593_twitter	these hoes will not go away	offensive
2102	23332141_gab	why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed <number> days before you published it on your website faggot <user> \u200d	hatespeech
2706	1178753377813053441_twitter	<user> benghazi election day black panther slap on the wrist fundamentally transform the usa bow to a saudi king irs targeting tea party muslim brotherhood in white house fisa warrant lies my muslim faith oopsie <money> trillion to iran christian genocide in iraq what a great leader	normal
14009	1272763893438283777_twitter	<user> <user> girl im watchin that shit for free hella ghetto on bing on my tv 😂 😂 😂 😂	offensive
8053	23014393_gab	that escalated from pros and cons of mc to go fuck a nigger in hm <number> seconds lol u funny	hatespeech
2542	1179105297425551360_twitter	no but seriously ppl who buy air force 1 n keep them white af irritating	normal
18701	27557490_gab	the jews were solely responsible for selling slaves and starting the entire slave trade as a business they made white people depend on slaves then the jews also freed the slaves and unleashed them on white people afterwards	hatespeech
1213	22541540_gab	do moslem or other ethnic children go through this or is it just the white children	offensive
2407	19567652_gab	<user> \u200d that why there no openly fag dykes up there they know that the locals do not want em the local leo dgaf either from what i hear	normal
6335	1178307758715748352_twitter	<user> someone told me i look like a faggot 😂 😂 😂 i cried so mf hard what are those	normal
11324	1122175914379399168_twitter	<user> lol i am just gonna say karma is an army try to destroy us fufu not that easy bitch	offensive
9174	25331977_gab	sweet yid exposing a yid how fraudulent beast of the field are lol	offensive
10529	1086843394993909760_twitter	yo what are my muslim followers going through rn your tweets got me feeling hurt too lmao	normal
3040	1178888446737174529_twitter	<user> piss ant ifas are hardly a minority the majority of them are white they are new white nationalists new neo nazis pantyfa	normal
7644	17755939_gab	yeah i already knew oprah was a cunt a stink n fat sheboon cunt	hatespeech
7331	21519792_gab	plus the media knew in the <number> how bad paedophilia sexual abuse and rape was within westminster and the paki community special branch set up pie especially to spy on and blackmail psedophile ministers saying they e only just found out is a complete fucking lie	normal
17290	22349896_gab	because jews are not white dickhead	hatespeech
20089	9719987_gab	twitter done ant was the main reason i went there and to make fun of libs blacks and feminazis looks like i can get all of that here and more	undecided
4282	1179104025150554112_twitter	<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> almost was attacked by a large man at night in a park and as a woman i need a gun for defence sorry for not wanting to be raped	normal
15137	15875674_gab	the internet does not allow us the social mechanisms and personal presence needed for that to happen naturally also modernity feminism has turned many women into unhinged sociopaths there is nothing you can really do other than relentlessly ostracize	offensive
